Entity,Year,Code,"Share of total deaths that are from all causes attributed to unsafe water source, in both sexes aged age-standardized",wat_sm,wat_bas_minus_sm,wat_lim,wat_unimp,wat_sur,wat_imp,"GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),san_od,Domestic general government health expenditure (% of GDP),wat_imp_urban,wat_imp_rural,death_share_risk,income_class,death_share_diarrheal_disease,wat_imp_without_share,wat_sm_without_share,country_physicians_proportion
Russia,2016,RUS,0.014293923,75.74,20.88,0.62,2.76,0.7850000000000001,97.24,25490.709,145109152,0.0,3.012488,99.08,91.96,medium-risk from unsafe water,High Income,0.00031170328939693614,2.7592677269590826,24.29147335930955,0.4282
Russia,2017,RUS,0.013751911,75.82,20.89,0.62,2.66,0.7850000000000001,97.34,25926.443,145452544,0.0,3.059328,99.1,92.25,medium-risk from unsafe water,High Income,0.00029859910872373605,2.664964044905258,24.189189843252244,0.43921000000000004
Russia,2018,RUS,0.013647607,75.91,20.89,0.62,2.57,0.7850000000000001,97.43,26656.41,145652288,0.0,3.1840234,99.11,92.54,medium-risk from unsafe water,High Income,0.0002879597744458364,2.5722788508478494,24.099331003986702,0.44395
Russia,2019,RUS,0.013305506,76.01,20.89,0.62,2.48,0.7850000000000001,97.52,27254.574,145742288,0.0,3.4541602,99.12,92.84,medium-risk from unsafe water,High Income,0.00027665271729506537,2.480318546940885,24.013691208141317,0.6079936842105262
Samoa,2000,WSM,0.7682984,44.69,44.05,6.35,4.63,0.28,95.09,4174.2954,184022,0.03,3.673966,91.74,96.04,medium-risk from unsafe water,Middle Income,0.008004477725489345,4.651617741357011,52.43068763517405,0.036579999999999994
Samoa,2001,WSM,0.7345407,44.69,44.05,6.35,4.63,0.28,95.09,4446.007,185542,0.03,3.1982474,91.74,96.04,medium-risk from unsafe water,Middle Income,0.00769098101777495,4.6420756486402,52.28304103653081,0.036579999999999994
Samoa,2002,WSM,0.70272005,44.69,44.05,6.35,4.63,0.28,95.09,4669.6074,186645,0.03,3.5071573,91.74,96.04,medium-risk from unsafe water,Middle Income,0.007891987462830508,4.636073829998125,52.272495914704386,0.036579999999999994
Samoa,2003,WSM,0.6747249,44.7,44.06,6.35,4.62,0.28,95.11,4891.7856,187455,0.03,2.8892045,91.74,96.04,medium-risk from unsafe water,Middle Income,0.007825878210770585,4.634178869595369,52.35816595983036,0.028169999999999997
Samoa,2004,WSM,0.65066546,44.7,44.07,6.34,4.61,0.28,95.12,5025.835,188083,0.03,3.0987124,91.74,96.04,medium-risk from unsafe water,Middle Income,0.008533466607827396,4.6378460573257545,52.50660612601883,0.03657999999999999
Samoa,2005,WSM,0.6253925,44.83,44.19,6.36,4.35,0.28,95.37,5343.798,188634,0.04,3.2616098,92.39,96.18,medium-risk from unsafe water,Middle Income,0.007872387798594102,4.408007040088213,52.56793579100268,0.027819999999999998
Samoa,2006,WSM,0.61014515,44.95,44.31,6.37,4.1,0.27,95.63,5436.0337,189384,0.04,3.5313175,93.03,96.32,medium-risk from unsafe water,Middle Income,0.008263633675495291,4.17458708233008,52.58047142314028,0.036579999999999994
Samoa,2007,WSM,0.59325576,45.06,44.43,6.39,3.85,0.27,95.88,5430.935,190490,0.05,3.361759,93.68,96.46,medium-risk from unsafe water,Middle Income,0.008682870491889337,3.935639666124206,52.49986875951493,0.03658
Samoa,2008,WSM,0.5759351,45.18,44.55,6.4,3.6,0.27,96.13,5585.6787,191791,0.06,3.557783,94.33,96.6,medium-risk from unsafe water,Middle Income,0.00791486566105813,3.6956895787602133,52.382541412266484,0.046369999999999995
Samoa,2009,WSM,0.53290224,45.3,44.66,6.42,3.36,0.26,96.38,5515.477,193189,0.07,4.0857143,94.97,96.74,medium-risk from unsafe water,Middle Income,0.008287221322124966,3.4577538058585113,52.256080832759636,0.036579999999999994
Samoa,2010,WSM,0.5873916,45.41,44.78,6.43,3.11,0.26,96.63,5808.3037,194686,0.08,3.9851456,95.62,96.88,medium-risk from unsafe water,Middle Income,0.007519801115642625,3.2221115026247396,52.13471949703625,0.03443
Samoa,2011,WSM,0.58862484,45.53,44.9,6.45,2.87,0.26,96.87,5980.2915,196364,0.08,3.7005682,96.26,97.02,medium-risk from unsafe water,Middle Income,0.006788413354790084,2.988327799392964,52.00393147420097,0.03658
Samoa,2012,WSM,0.5872194,45.64,45.01,6.46,2.63,0.26,97.11,5705.579,198131,0.09,3.9782856,96.91,97.16,medium-risk from unsafe water,Middle Income,0.006813673781488006,2.757266656908813,51.87729330594405,0.03658
Samoa,2013,WSM,0.6135855,45.75,45.12,6.47,2.4,0.25,97.35,5659.8516,199952,0.1,4.1728253,97.56,97.3,medium-risk from unsafe water,Middle Income,0.006926662398975754,2.527606625590142,51.73891734016164,0.048240000000000005
Samoa,2014,WSM,0.61713696,45.87,45.23,6.49,2.16,0.25,97.59,5645.8657,201769,0.11,4.6575656,98.2,97.44,medium-risk from unsafe water,Middle Income,0.006844460744713014,2.2991638953456675,51.57234262944258,0.03657999999999999
Samoa,2015,WSM,0.59929615,45.98,45.35,6.5,1.93,0.25,97.82,5811.005,203586,0.12,4.5785503,98.85,97.58,medium-risk from unsafe water,Middle Income,0.006405155560794946,2.071360506125176,51.35028931262464,0.036579999999999994
Samoa,2016,WSM,0.5858359,46.08,45.46,6.51,1.7,0.25,98.05,6214.715,205559,0.13,4.1566777,99.5,97.72,medium-risk from unsafe water,Middle Income,0.006392325317791972,1.8432664101304248,51.025253090353615,0.034449999999999995
Samoa,2017,WSM,0.57205033,46.18,45.55,6.52,1.52,0.22,98.26,6238.796,207642,0.14,4.171524,100.0,97.86,medium-risk from unsafe water,Middle Income,0.0061644561312258605,1.641286444938885,50.635709538532666,0.03657999999999999
Samoa,2018,WSM,0.55645794,46.23,45.61,6.53,1.41,0.22,98.37,6139.523,209715,0.14,3.951247,100.0,98.0,medium-risk from unsafe water,Middle Income,0.006294256490952006,1.5282645495076652,50.284433636125215,0.036579999999999994
Samoa,2019,WSM,0.5322391,46.23,45.61,6.52,1.42,0.22,98.36,6346.1465,211915,0.15,4.6222515,100.0,98.0,medium-risk from unsafe water,Middle Income,0.005624896774650214,1.5232522473633296,50.00920180260954,0.03658
Sao Tome and Principe,2000,STP,3.033824,25.54,42.54,12.02,9.04,10.87,80.1,3309.4985789473685,143729,70.79,3.4410164,87.69,71.39,high-risk from unsafe water,Middle Income,0.05705877032470831,19.70096501054067,73.69772279776524,0.042145
Sao Tome and Principe,2001,STP,2.881312,26.05,42.7,12.41,8.56,10.29,81.16,2558.9834,146271,69.4,3.634058,88.41,72.52,high-risk from unsafe water,Middle Income,0.05009878923368269,18.646211484162958,73.18607242720704,0.042144999999999995
Sao Tome and Principe,2002,STP,3.0930843,26.59,42.84,12.82,8.07,9.69,82.25,2581.7236,149852,67.97,3.7499661,89.13,73.65,high-risk from unsafe water,Middle Income,0.04407014921389105,17.465899687691856,72.23060085951472,0.042144999999999995
Sao Tome and Principe,2003,STP,2.532915,27.14,42.96,13.23,7.58,9.09,83.33,2724.494,153774,66.54,6.0474033,89.85,74.78,high-risk from unsafe water,Middle Income,0.03796480549377658,16.299894650591128,71.25977083252046,0.042145
Sao Tome and Principe,2004,STP,2.8049335,27.7,43.07,13.64,7.09,8.5,84.41,2750.4946,157714,65.11,5.1874843,90.57,75.91,high-risk from unsafe water,Middle Income,0.03448647551897739,15.197128980306124,70.47693926981752,0.052700000000000004
Sao Tome and Principe,2005,STP,3.120237,28.26,43.16,14.06,6.6,7.93,85.47,2860.189,161697,63.68,5.030724,91.29,77.04,high-risk from unsafe water,Middle Income,0.03528822427132229,14.148067063705572,69.86771554203231,0.042145
Sao Tome and Principe,2006,STP,2.7086055,28.82,43.23,14.47,6.12,7.36,86.52,3037.7756,165739,62.25,0.54853547,92.01,78.17,high-risk from unsafe water,Middle Income,0.03524819143351897,13.145367113352924,69.43567898925419,0.042144999999999995
Sao Tome and Principe,2007,STP,2.311144,29.38,43.29,14.9,5.64,6.8,87.56,3072.0234,169859,60.82,1.6638855,92.73,79.31,high-risk from unsafe water,Middle Income,0.032674159155534885,12.17480380786417,69.13498843158149,0.042144999999999995
Sao Tome and Principe,2008,STP,2.1791215,29.95,43.32,15.32,5.16,6.25,88.59,3185.3728,174019,59.4,1.2229904,93.45,80.44,high-risk from unsafe water,Middle Income,0.03179537866554801,11.216016641860946,68.8821335601285,0.042144999999999995
Sao Tome and Principe,2009,STP,1.8734183,30.52,43.34,15.75,4.68,5.71,89.61,3187.1223,178145,57.97,1.6996136,94.17,81.57,high-risk from unsafe water,Middle Income,0.02799966319571136,10.256251929607904,68.5941227651632,0.042145
Sao Tome and Principe,2010,STP,1.7430958,31.09,43.35,16.17,4.2,5.18,90.62,3324.9163,182154,56.55,2.047337,94.89,82.7,high-risk from unsafe water,Middle Income,0.02511611054382555,9.289941478089968,68.2318258177147,0.042145
Sao Tome and Principe,2011,STP,1.421605,31.67,43.34,16.6,3.73,4.66,91.61,3398.276,186058,55.13,2.2490468,95.61,83.83,high-risk from unsafe water,Middle Income,0.021993141923486226,8.317298906792505,67.76596545163336,0.042145
Sao Tome and Principe,2012,STP,1.2002343,32.25,43.31,17.04,3.26,4.15,92.6,3433.4436,189936,53.72,2.1099014,96.33,84.96,medium-risk from unsafe water,Middle Income,0.020269985679386742,7.342473254148765,67.20316317075226,0.042144999999999995
Sao Tome and Principe,2013,STP,1.0859504,32.82,43.27,17.47,2.79,3.64,93.57,3527.5642,193765,52.31,2.6623507,97.05,86.09,medium-risk from unsafe water,Middle Income,0.02011715222047325,6.376280546022244,66.59252186927463,0.042145
Sao Tome and Principe,2014,STP,1.0358084,33.4,43.22,17.91,2.32,3.15,94.52,3687.4404,197511,50.91,2.365083,97.77,87.22,medium-risk from unsafe water,Middle Income,0.018429353301841415,5.426026904830617,66.00290616725144,0.042145
Sao Tome and Principe,2015,STP,0.9578882,33.97,43.16,18.34,1.86,2.67,95.47,3762.5698,201142,49.51,1.6886791,98.49,88.36,medium-risk from unsafe water,Middle Income,0.01634168895606089,4.493343011404878,65.47414264549423,0.03159
Sao Tome and Principe,2016,STP,0.9060446,34.54,43.08,18.78,1.4,2.2,96.4,3852.0842,204640,48.12,2.592541,99.21,89.49,medium-risk from unsafe water,Middle Income,0.0147869429241595,3.574569976544175,65.01026192337764,0.042144999999999995
Sao Tome and Principe,2017,STP,0.8795103,35.1,42.99,19.22,0.94,1.74,97.32,3934.8943,208050,46.74,2.973781,99.93,90.62,medium-risk from unsafe water,Middle Income,0.013866858928142276,2.666666666666667,64.59649122807018,0.042144999999999995
Serbia,2000,SRB,0.012412993,74.38,14.93,10.06,0.61,0.02,99.37,8902.2,7935023,0.07,4.252775,99.59,99.12,low-risk from unsafe water,Middle Income,0.00026376735139898146,0.7563431133091864,30.636395130801763,0.24462642857142858
