Entity,Year,Code,"Share of total deaths that are from all causes attributed to unsafe water source, in both sexes aged age-standardized",wat_sm,wat_bas_minus_sm,wat_lim,wat_unimp,wat_sur,death_count - Cause: Diarrhoeal diseases - Sex: Both sexes - Age_group: ALLAges,wat_imp,"GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),wat_imp_number_without,san_od,Domestic general government health expenditure (% of GDP),wat_imp_urban,wat_imp_rural,wat_sm_number_without,"Physicians (per 1,000 people)"
Brazil,2003,BRA,0.9075802,77.33,17.13,0.6,3.97,0.97,9529.06,95.07,11733.411,182629280,8971674,7.33,3.5095465,98.57,78.86,41217821,1.475
Brazil,2004,BRA,0.85019255,77.6,17.17,0.6,3.6,1.02,8493.48,95.38,12268.664,184722048,8504934,6.83,3.4669254,98.65,79.92,41209727,1.587
Brazil,2005,BRA,0.80846876,77.87,17.21,0.6,3.24,1.07,8207.86,95.68,12520.855,186797344,8034468,6.34,3.3452585,98.73,80.98,41182843,1.6663
Brazil,2006,BRA,0.7439096,78.14,17.25,0.6,2.9,1.12,8130.9,95.98,12877.444,188820688,7560702,5.86,3.541306,98.81,82.04,41136600,1.7007
Brazil,2007,BRA,0.68125033,78.4,17.28,0.6,2.56,1.17,6484.76,96.27,13518.848,190779456,7084644,5.39,3.484631,98.89,83.11,41072476,1.7306
Brazil,2008,BRA,0.6230909,78.65,17.31,0.59,2.23,1.21,6355.1,96.56,14067.946,192672320,6607637,4.93,3.504422,98.96,84.17,40994226,1.7802
Brazil,2009,BRA,0.56922823,78.9,17.34,0.59,1.91,1.25,5568.0,96.84,13916.963,194517552,6131522,4.48,3.707419,99.04,85.23,40907638,1.8171
Brazil,2010,BRA,0.52362233,79.15,17.37,0.59,1.6,1.29,5427.85,97.11,14824.741,196353504,5656617,4.04,3.5770106,99.12,86.3,40815137,1.8139
Brazil,2011,BRA,0.4870568,79.39,17.4,0.59,1.3,1.33,4628.3,97.38,15271.47,198185296,5181215,3.6,3.465681,99.2,87.36,40712919,1.8491
Brazil,2012,BRA,0.46261427,79.62,17.43,0.59,1.0,1.36,4821.28,97.64,15425.353,199977712,4708041,3.18,3.3546329,99.27,88.42,40605745,1.7293133333333335
Brazil,2013,BRA,0.4392915,80.41,16.9,0.58,0.77,1.34,5368.16,97.89,15751.484,201721776,4237861,2.76,3.5511389,99.35,89.48,39379431,1.882
Brazil,2014,BRA,0.41017738,81.2,16.36,0.58,0.54,1.32,4772.52,98.14,15695.644,203459648,3770362,2.35,3.6988654,99.43,90.55,38128000,1.7293133333333335
Brazil,2015,BRA,0.39072764,81.98,15.83,0.58,0.47,1.14,4858.22,98.38,15011.577,205188208,3306170,1.95,3.8538468,99.51,91.61,36853370,1.7293133333333335
Brazil,2016,BRA,0.3747585,82.69,15.27,0.57,0.36,1.11,5376.08,98.53,14402.494,206859584,3030408,1.56,3.948436,99.58,92.03,35686001,1.7293133333333335
Brazil,2017,BRA,0.36484253,83.53,14.93,0.4,1.15,1.136470588235294,5368.6,98.85,14477.861,208504960,2388570,1.18,3.9531462,99.66,93.74,34238918,2.1652
Brazil,2018,BRA,0.3549032,84.29,14.38,0.4,0.92,1.136470588235294,5403.99,99.08,14619.591,210166592,1935232,0.81,3.8892388,99.74,94.8,32897696,1.7293133333333335
Brazil,2019,BRA,0.3439807,85.06,13.88,0.36,0.7,1.136470588235294,5659.4,99.3,14685.128,211782880,1485362,0.52,3.9075587,99.82,95.86,31530623,2.3106
Bulgaria,2000,BGR,0.025051184,89.71,10.15,0.0,0.14,0.0,41.06,99.86,10506.14,8097694,11245,0.0,3.4715004,99.86,99.86,823357,3.4416
Bulgaria,2001,BGR,0.02267965,90.22,9.59,0.0,0.19,0.0,24.58,99.81,11127.175,8034863,15063,0.0,3.8459017,99.84,99.74,775703,3.4279
Bulgaria,2002,BGR,0.023470988,90.73,9.03,0.0,0.24,0.0,38.75,99.76,12039.07,7974804,18762,0.0,4.2019477,99.83,99.61,728988,3.5199
Bulgaria,2003,BGR,0.022289652,91.25,8.47,0.0,0.29,0.0,27.92,99.71,12770.331,7917745,22347,0.0,4.3713245,99.81,99.49,683144,3.6042
Bulgaria,2004,BGR,0.022284698,91.76,7.91,0.0,0.33,0.0,24.49,99.67,13704.788,7865314,25822,0.0,4.095083,99.79,99.37,638111,3.5387
Bulgaria,2005,BGR,0.02199266,92.27,7.35,0.0,0.38,0.0,25.68,99.62,14782.738,7815221,29191,0.0,4.10457,99.78,99.25,593835,3.6651
Bulgaria,2006,BGR,0.021759324,92.79,6.79,0.0,0.43,0.0,31.45,99.57,15908.718,7766040,32459,0.0,3.6334105,99.76,99.12,550264,3.6805
Bulgaria,2007,BGR,0.021094648,93.3,6.23,0.0,0.47,0.0,22.9,99.53,17092.562,7719035,35628,0.0,3.43429,99.74,99.0,507361,3.68
Bulgaria,2008,BGR,0.020929907,93.82,5.67,0.0,0.51,0.0,24.04,99.49,18268.04,7674912,38704,0.0,3.483357,99.73,98.88,465114,3.6488
Bulgaria,2009,BGR,0.020133834,94.33,5.11,0.0,0.56,0.0,18.53,99.44,17770.709,7634737,41692,0.0,3.5488374,99.71,98.75,423509,3.7401
Bulgaria,2010,BGR,0.019524297,94.85,4.55,0.0,0.6,0.0,23.06,99.4,18163.873,7592271,44596,0.0,3.9429693,99.69,98.63,382518,3.7661
Bulgaria,2011,BGR,0.019026374,95.36,3.99,0.0,0.64,0.0,20.39,99.36,18664.834,7543128,47421,0.0,3.8648746,99.68,98.51,342113,3.8467
Bulgaria,2012,BGR,0.019342972,95.88,3.44,0.0,0.68,0.0,23.9,99.32,18914.984,7488347,50166,0.0,3.8487196,99.66,98.39,302239,3.8995
Bulgaria,2013,BGR,0.020014782,96.39,2.88,0.0,0.72,0.0,28.24,99.28,18914.525,7431169,52826,0.0,4.0542517,99.64,98.26,262833,3.963
Bulgaria,2014,BGR,0.019952752,96.91,2.32,0.0,0.76,0.0,31.62,99.24,19206.262,7372142,55394,0.0,4.4885254,99.63,98.14,223846,3.975
Bulgaria,2015,BGR,0.017467031,97.25,1.94,0.0,0.8,0.0,25.32,99.2,19991.818,7309255,57862,0.0,4.1425133,99.61,98.02,197819,4.0332
Bulgaria,2016,BGR,0.016408632,97.32,1.83,0.0,0.84,0.0,28.43,99.16,20744.523,7245982,60227,0.0,4.12227,99.59,97.89,191376,3.743376470588235
Bulgaria,2017,BGR,0.015913622,97.4,1.72,0.0,0.88,0.0,20.8,99.12,21473.805,7182430,62487,0.0,4.1316094,99.58,97.77,184912,3.743376470588235
Bulgaria,2018,BGR,0.015090434,97.47,1.61,0.0,0.92,0.0,27.61,99.08,22210.123,7117424,64647,0.0,4.2324944,99.56,97.65,178442,4.2071
Bulgaria,2019,BGR,0.014415305,97.54,1.5,0.0,0.95,0.0,26.51,99.05,23270.225,7052536,66714,0.0,4.215499,99.55,97.52,171986,3.743376470588235
Cambodia,2000,KHM,3.5354714,17.03,35.59,0.0,21.7,25.68,8131.99,52.62,1486.107,12118844,5759525,86.8,1.2926053,78.02,46.82,10085405,0.1684
Cambodia,2001,KHM,3.306846,17.5,36.73,0.0,20.9,24.87,7297.43,54.23,1578.6277,12338198,5678163,83.41,1.1849399,79.1,48.51,10234759,0.20927142857142858
Cambodia,2002,KHM,3.1069221,17.97,37.87,0.0,20.1,24.06,6425.64,55.84,1652.5381,12561783,5581029,80.02,1.40066,80.18,50.19,10367042,0.20927142857142858
Cambodia,2003,KHM,2.901415,18.44,39.01,0.0,19.3,23.25,5585.1,57.45,1761.4211,12787714,5470702,76.63,1.4851992,81.26,51.88,10485770,0.20927142857142858
Cambodia,2004,KHM,2.7055798,18.91,40.15,0.0,18.5,22.44,4980.58,59.05,1909.4185,13016377,5350159,73.25,1.3727465,82.35,53.57,10595717,0.20927142857142858
Cambodia,2005,KHM,2.5201366,19.38,40.91,0.37,17.7,21.63,4488.01,60.66,2124.8374,13246588,5221661,69.87,1.2205244,83.43,55.26,10700800,0.20927142857142858
Cambodia,2006,KHM,2.3612785,19.85,41.37,1.04,16.91,20.83,4088.59,62.27,2313.3303,13477781,5085756,66.5,0.9599144,84.51,56.95,10801825,0.20927142857142858
Cambodia,2007,KHM,2.2131014,20.33,41.8,1.75,16.11,20.02,3791.14,63.87,2505.5203,13714798,4942693,63.13,0.9719939,85.59,58.64,10899118,0.20927142857142858
Cambodia,2008,KHM,2.0881407,20.82,42.18,2.49,15.31,19.21,3436.11,65.48,2629.259,13943897,4792520,59.75,1.024312,86.67,60.32,10993805,0.2444
Cambodia,2009,KHM,1.9883908,21.38,42.5,3.26,14.49,18.37,3135.24,67.14,2592.1555,14155742,4630689,56.28,1.2173859,87.75,62.01,11080743,0.2378
Cambodia,2010,KHM,1.892127,21.94,42.79,4.07,13.67,17.53,3029.61,68.8,2706.9917,14363534,4465082,52.81,1.3628323,88.84,63.7,11171710,0.2302
Cambodia,2011,KHM,1.8040476,22.51,43.03,4.91,12.85,16.69,2860.64,70.46,2856.5308,14573894,4295823,49.36,1.2798713,89.92,65.39,11267915,0.2263
Cambodia,2012,KHM,1.7326517,23.08,43.24,5.79,12.04,15.85,2733.79,72.11,3021.3323,14786650,4122195,45.92,1.406703,91.0,67.08,11368531,0.1651
Cambodia,2013,KHM,1.6529176,23.66,43.41,6.69,11.22,15.02,2569.02,73.76,3197.532,14999691,3943005,42.49,1.4195582,92.08,68.77,11471145,0.20927142857142858
Cambodia,2014,KHM,1.595107,24.24,43.53,7.63,10.41,14.18,2412.85,75.41,3378.3645,15210817,3756764,39.07,1.2397721,93.16,70.45,11572052,0.1927
Cambodia,2015,KHM,1.541371,24.82,43.62,8.6,9.6,13.35,2373.24,77.05,3565.245,15417527,3562620,35.67,1.3446515,94.24,72.14,11668568,0.20927142857142858
Cambodia,2016,KHM,1.4899081,25.41,43.67,9.6,8.8,12.52,2311.44,78.69,3761.9114,15624586,3360500,32.27,1.3338146,95.33,73.83,11760067,0.20927142857142858
Cambodia,2017,KHM,1.4584098,26.0,43.68,10.64,7.99,11.69,2223.82,80.32,3972.724,15830694,3150646,28.88,1.518673,96.41,75.52,11846864,0.20927142857142858
Cambodia,2018,KHM,1.3864917,26.6,43.66,11.7,7.19,10.86,2202.82,81.95,4217.6216,16025242,2932805,25.51,1.6625829,97.49,77.21,11927846,0.20927142857142858
Cambodia,2019,KHM,1.3236443,27.2,43.59,12.79,6.39,10.03,2148.14,83.58,4464.2944,16207746,2707047,22.16,1.6988866,98.57,78.9,12002422,0.20927142857142858
Canada,2000,CAN,0.015216083,98.17,1.06,0.0,0.77,0.0,250.09,99.23,41338.65,30683316,236451,0.0,6.0089083,99.51,98.14,560764,2.232671428571429
Canada,2001,CAN,0.017522182,98.18,1.06,0.0,0.77,0.0,303.47,99.23,41623.95,31002768,237311,0.0,6.279008,99.51,98.14,563311,1.8871
Canada,2002,CAN,0.019696046,98.18,1.05,0.0,0.77,0.0,363.77,99.23,42416.41,31322400,239270,0.0,6.4156184,99.51,98.14,568085,1.8969
Canada,2003,CAN,0.021942163,98.18,1.05,0.0,0.77,0.0,583.78,99.23,42793.08,31619456,241310,0.0,6.590556,99.51,98.14,573050,2.232671428571429
Canada,2004,CAN,0.02405125,98.18,1.05,0.0,0.77,0.0,1030.92,99.23,43704.414,31911670,243479,0.0,6.6240005,99.51,98.14,578329,1.8971
Canada,2005,CAN,0.024622103,98.24,0.99,0.0,0.77,0.0,973.74,99.23,44680.797,32215914,246171,0.0,6.599058,99.49,98.21,565836,2.232671428571429
Canada,2006,CAN,0.025852002,98.3,0.94,0.0,0.77,0.0,937.37,99.23,45396.84,32531864,249032,0.0,6.486699,99.47,98.27,553302,1.9086
Canada,2007,CAN,0.026735706,98.36,0.88,0.0,0.76,0.0,1178.31,99.24,45888.477,32862458,251757,0.0,6.5727105,99.46,98.33,540074,2.232671428571429
Canada,2008,CAN,0.0265879,98.42,0.82,0.0,0.76,0.0,1102.66,99.24,45851.63,33218542,254674,0.0,6.7011704,99.44,98.39,526765,1.959
Canada,2009,CAN,0.026285812,98.48,0.76,0.0,0.76,0.0,1388.07,99.24,44003.617,33593920,257700,0.0,7.521182,99.42,98.45,513189,2.232671428571429
Canada,2010,CAN,0.025438,98.54,0.7,0.0,0.76,0.0,1649.44,99.24,44861.523,33963416,260768,0.0,7.4769406,99.41,98.51,499216,2.0384
Canada,2011,CAN,0.02521693,98.6,0.64,0.0,0.76,0.0,1745.16,99.24,45822.598,34323536,263916,0.0,7.3027687,99.39,98.57,484933,2.232671428571429
Canada,2012,CAN,0.02426006,98.65,0.58,0.0,0.77,0.0,1711.65,99.23,46126.516,34691876,267389,0.0,7.4011817,99.37,98.63,470861,2.3962
Canada,2013,CAN,0.022758858,98.71,0.53,0.0,0.77,0.0,1204.55,99.23,46704.76,35063696,270835,0.0,7.3582077,99.36,98.69,456296,2.4509
Canada,2014,CAN,0.021692961,98.76,0.47,0.0,0.77,0.0,1136.64,99.23,47564.61,35404616,274264,0.0,7.2318025,99.34,98.76,441272,2.4961
Canada,2015,CAN,0.020788461,98.82,0.41,0.0,0.77,0.0,1102.27,99.23,47522.14,35732120,277686,0.0,7.5806594,99.32,98.82,425813,2.5388
Canada,2016,CAN,0.019974278,98.87,0.35,0.0,0.77,0.0,965.14,99.23,47457.586,36113532,281096,0.0,7.677841,99.31,98.88,409924,2.3105
Canada,2017,CAN,0.019298054,98.93,0.3,0.0,0.77,0.0,913.57,99.23,48317.176,36554344,284476,0.0,7.5627794,99.29,98.94,393582,2.6102
Canada,2018,CAN,0.018852241,98.98,0.24,0.0,0.78,0.0,884.96,99.22,48962.48,37035260,287835,0.0,7.58278,99.27,99.0,376816,2.4251
Canada,2019,CAN,0.018431813,99.04,0.18,0.0,0.78,0.0,840.36,99.22,49171.51,37522584,291189,0.0,7.609296,99.26,99.06,359664,2.4425
Central African Republic,2001,CAF,9.211641,8.4,49.43,9.08,26.74,6.36,6771.68,66.91,1028.7914,3844780,1231796,22.84,1.5170107,88.03,54.11,3409515,0.060875
Central African Republic,2002,CAF,9.033402,8.26,48.39,9.98,27.15,6.22,6634.35,66.64,1042.7086,3930654,1268557,23.01,1.4357201,87.81,53.76,3488008,0.060875
Central African Republic,2003,CAF,8.819159,8.13,47.36,10.88,27.55,6.08,6473.67,66.37,962.8648,4026853,1305386,23.18,1.5427583,87.6,53.42,3565731,0.060875
Central African Republic,2004,CAF,8.638278,7.99,46.33,11.78,27.96,5.94,6031.44,66.1,998.6891,4115146,1342511,23.35,1.4743906,87.38,53.07,3643319,0.0836
Central African Republic,2005,CAF,8.584297,7.86,45.31,12.66,28.36,5.8,5895.86,65.84,985.3248,4208845,1379691,23.52,1.0353682,87.17,52.72,3720810,0.060875
Central African Republic,2006,CAF,8.702281,7.74,44.3,13.55,28.76,5.66,6184.53,65.58,1011.7775,4294352,1417383,23.68,1.2272907,86.95,52.38,3799494,0.060875
Central African Republic,2007,CAF,8.664958,7.61,43.3,14.42,29.15,5.52,6089.4,65.34,1038.7501,4375582,1455227,23.83,1.2716498,86.74,52.03,3878476,0.060875
Central African Republic,2008,CAF,8.718319,7.49,42.31,15.3,29.53,5.37,5966.01,65.1,1038.3353,4467237,1491542,23.97,0.84918875,86.52,51.68,3953323,0.0405
Central African Republic,2009,CAF,8.755789,7.37,41.33,16.16,29.91,5.23,6152.33,64.87,1103.4637,4564544,1523974,24.11,0.7418953,86.31,51.33,4017956,0.0473
Central African Republic,2010,CAF,8.712412,7.25,40.36,17.03,30.28,5.08,5929.78,64.64,1130.8958,4660066,1550998,24.24,0.58489585,86.09,50.99,4068619,0.060875
Central African Republic,2011,CAF,8.632468,7.14,39.4,17.9,30.64,4.93,5710.41,64.43,1160.4148,4732037,1571745,24.37,0.41569987,85.88,50.64,4103263,0.060875
Central African Republic,2012,CAF,8.562608,7.02,38.44,18.76,30.99,4.78,5724.06,64.22,1208.5157,4773306,1587209,24.48,0.62263757,85.66,50.29,4124773,0.060875
Chile,2000,CHL,0.13453878,92.09,3.66,0.0,4.25,0.0,251.28,95.75,15415.754,15351803,652185,2.3,2.5182219,99.1,75.04,1213116,2.602529411764706
Chile,2001,CHL,0.12258737,92.59,3.47,0.0,3.94,0.0,233.21,96.06,15725.602,15523973,610886,2.17,2.600411,99.15,76.5,1149137,2.602529411764706
Chile,2002,CHL,0.11390193,93.07,3.29,0.0,3.64,0.0,222.09,96.36,16053.654,15693798,571153,2.05,2.7277994,99.2,77.97,1086830,0.8921
Chile,2003,CHL,0.10911487,93.48,3.13,0.0,3.39,0.0,251.84,96.61,16636.654,15859114,537194,1.93,2.804819,99.25,79.44,1034003,0.9466
Chile,2004,CHL,0.10383114,93.88,2.98,0.0,3.14,0.0,225.7,96.86,17571.025,16017966,502642,1.8,2.723637,99.3,80.91,979383,0.9842
Chile,2005,CHL,0.09870443,94.29,2.82,0.0,2.89,0.0,204.02,97.11,18415.756,16175315,467661,1.68,2.592165,99.35,82.38,923264,0.9804
Chile,2006,CHL,0.09563732,94.71,2.65,0.0,2.64,0.0,192.17,97.36,19339.488,16334573,432196,1.56,2.4954758,99.4,83.85,865538,1.0404
Chile,2007,CHL,0.09340432,95.12,2.48,0.0,2.4,0.0,165.56,97.6,20140.53,16495543,396276,1.44,2.609643,99.45,85.32,806246,1.0365
Chile,2008,CHL,0.09538007,95.54,2.31,0.0,2.15,0.0,217.65,97.85,20695.562,16661463,359798,1.31,2.9338076,99.51,86.79,745174,1.0389
Chile,2009,CHL,0.09647403,95.96,2.13,0.0,1.91,0.0,224.23,98.09,20255.1,16833450,322750,1.19,3.3783138,99.56,88.25,682278,1.0294
Chile,2010,CHL,0.098007336,96.38,1.95,0.0,1.67,0.0,243.16,98.33,21225.104,17004166,285113,1.07,3.19128,99.61,89.72,617498,2.8665
Chile,2011,CHL,0.10062178,96.8,1.76,0.0,1.43,0.0,244.67,98.57,22323.723,17173568,246816,0.95,3.1934009,99.66,91.19,550656,3.1709
Chile,2012,CHL,0.103729695,97.23,1.57,0.0,1.2,0.0,283.81,98.8,23467.979,17341770,207950,0.82,3.3655207,99.71,92.66,481920,3.4942
Chile,2013,CHL,0.1082153,97.66,1.38,0.0,0.96,0.0,359.48,99.04,24011.592,17509926,168618,0.7,3.5473905,99.76,94.13,411507,3.7612
Chile,2014,CHL,0.11128754,98.09,1.19,0.0,0.73,0.0,470.12,99.27,24197.184,17687108,128886,0.58,3.7268832,99.81,95.6,339594,4.0556
Chile,2015,CHL,0.10954646,98.38,1.12,0.0,0.49,0.0,410.0,99.51,24464.746,17870122,88680,0.18,3.986681,99.86,97.07,290659,4.294
Chile,2016,CHL,0.10680241,98.58,1.16,0.0,0.26,0.0,335.11,99.74,24599.375,18083880,47856,0.17,4.2297626,99.91,98.54,259000,4.5875
Chile,2017,CHL,0.10365837,98.77,1.2,0.0,0.03,0.0,328.58,99.97,24546.912,18368582,6382,0.0,4.570498,99.96,100.0,227142,4.8822
